,condition,model_year,make,model,trim_level,list_price,exterior_color,interior_color,fwd_or_awd,hybrid_or_eco,mileage,dealer_address,date_parsed,url,data_source_name
0,USED,2023,FORD,MAVERICK,XLT,38988,Hot Pepper Red Tinted Clearcoat,Navy Pier,Front-wheel Drive,Hybrid,20,"4328 Louisburg Rd Raleigh, NC 27604",2023-05-25,http://cars.com///vehicledetail/a9480f4c-2254-45a2-8897-01e97065a8d5/,cars.com
1,USED,2022,FORD,MAVERICK,XL,32991,Iconic Silver Metallic,Black Onyx,Front-wheel Drive,Hybrid,14911,"3940 Capital Hills Drive Raleigh, NC 27616",2023-05-25,http://cars.com///vehicledetail/7e510483-275e-43e7-888a-5df3ec961137/,cars.com
2,USED,2022,FORD,MAVERICK,XLT,36988,Area 51,Navy Pier,Front-wheel Drive,Hybrid,24133,"2350 Capital Summit Ct Raleigh, NC 27616",2023-05-25,http://cars.com///vehicledetail/af1b0ea9-ec06-46bd-8a7e-6166235ba7ab/,cars.com
3,USED,2022,FORD,MAVERICK,XLT,35000,Silver,Black Onyx,Front-wheel Drive,Gasoline,18425,"9820 Capital Blvd Wake Forest, NC 27587",2023-05-25,http://cars.com///vehicledetail/5ff372f4-b416-4320-9946-41b439ba524c/,cars.com
4,USED,2022,FORD,MAVERICK,LARIAT,37994,Area 51,Desert,All-wheel Drive,Gasoline,8919,"109 Mackenan Blvd. Cary, NC 27511",2023-05-25,http://cars.com///vehicledetail/78362f7e-73bb-48d0-8715-690a6f5d8df5/,cars.com
5,USED,2022,FORD,MAVERICK,XLT,34900,Shadow Black,Navy Pier,All-wheel Drive,Gasoline,9691,"9209 Glenwood Ave Raleigh, NC 27617",2023-05-25,http://cars.com///vehicledetail/3ed80a2d-b04a-4073-95ef-f0c111b2729a/,cars.com
6,USED,2022,FORD,MAVERICK,LARIAT,35879,Blue,Desert,All-wheel Drive,Gasoline,38298,"2717 Virginia Beach Blvd Virginia Beach, VA 23452",2023-05-25,http://cars.com///vehicledetail/c270f88c-0910-4f33-ba85-a0d4d796e180/,cars.com
7,USED,2023,FORD,MAVERICK,XLT,37988,Gray,Black Onyx,Front-wheel Drive,Hybrid,77,"105 Auto Park Dr Graham, NC 27253",2023-05-25,http://cars.com///vehicledetail/6efb493d-3bd4-4c9f-b5e5-23408b26c318/,cars.com
8,USED,2022,FORD,MAVERICK,XLT,34737,Carbonized Gray Metallic,Navy Pier/Medium Slate,Front-wheel Drive,Gasoline,4281,"602 Alamance Rd Burlington, NC 27215",2023-05-25,http://cars.com///vehicledetail/3585407a-c02c-469e-bb08-0a930b245666/,cars.com
9,USED,2022,FORD,MAVERICK,XLT,35500,Oxford White,Navy Pier / Medium Slate,Front-wheel Drive,Gasoline,25921,"602 Alamance Rd Burlington, NC 27215",2023-05-25,http://cars.com///vehicledetail/a6668fee-cac9-45b3-9882-da1b9767c223/,cars.com
10,USED,2022,FORD,MAVERICK,XL,29923,–,–,Front-wheel Drive,Gasoline,19022,"500 Eastchester Dr High Point, NC 27262",2023-05-25,http://cars.com///vehicledetail/13a04ed6-409d-4917-8f12-eac4df65d490/,cars.com
11,USED,2022,FORD,MAVERICK,XLT,36604,Iconic Silver Metallic,Navy Pier,All-wheel Drive,Gasoline,33970,"912 S Van Buren Rd Eden, NC 27288",2023-05-25,http://cars.com///vehicledetail/76df3680-c2fc-4d73-b3a8-0b8a47b989e3/,cars.com
12,USED,2023,FORD,MAVERICK,XLT,36900,White,Navy Pier,All-wheel Drive,Gasoline,381,"418 Piedmont Dr Lexington, NC 27295",2023-05-25,http://cars.com///vehicledetail/48dd2e03-d461-4d12-820e-75e84ca9c35a/,cars.com
13,CERTIFIED,2022,FORD,MAVERICK,XLT,34812,ALTO BLUE METALLIC TC,NAVY PIER -MED SLATE TRIM,–,–,6611,"1163 Wards Road, Suite A Altavista, VA 24517",2023-05-25,http://cars.com///vehicledetail/b7d963ad-4b83-4a8d-8a74-0a821dcfa9a0/,cars.com
14,USED,2022,FORD,MAVERICK,XL,35999,Alto Blue Tinted Clearcoat Metallic,Black Onyx/Medium Dark Slate,All-wheel Drive,Gasoline,3016,"2600 Peters Creek Parkway Winston Salem, NC 27127",2023-05-25,http://cars.com///vehicledetail/adb7fd18-f3ca-4698-9a9b-d43f6cd43c0c/,cars.com
15,CERTIFIED,2022,FORD,MAVERICK,XLT,38768,Chili Pepper Red,Navy Pier,All-wheel Drive,Gasoline,8838,"2104 Peters Creek Winston Salem, NC 27127",2023-05-25,http://cars.com///vehicledetail/caae00d1-5491-473a-8293-be67b1f118a4/,cars.com
16,USED,2022,FORD,MAVERICK,LARIAT,39999,Oxford White,Desert,All-wheel Drive,Gasoline,15000,"979 N U.S. 1 Lugoff, SC 29078",2023-05-25,http://cars.com///vehicledetail/ca6f2239-c240-47d7-a09d-b0648196e41d/,cars.com
17,USED,2023,FORD,MAVERICK,XLT,36814,Silver,Black,All-wheel Drive,Gasoline,5303,"13307 Statesville Rd Huntersville, NC 28078",2023-05-25,http://cars.com///vehicledetail/ace703ab-6aeb-40a4-bb71-3f0ec85bde4e/,cars.com
18,USED,2023,FORD,MAVERICK,XLT,35990,Blue,Navy Pier,Front-wheel Drive,Hybrid,3085,"1016 N Main St Summerville, SC 29483",2023-05-25,http://cars.com///vehicledetail/485d19c6-9e57-4011-8f1f-31ab750ca7a1/,cars.com
19,USED,2022,FORD,MAVERICK,XLT,36011,White,Navy Pier,AWD,Gasoline,15481,"1016 N Main St Summerville, SC 29483",2023-05-25,http://cars.com///vehicledetail/d23f3110-4454-4eb6-a2bd-8b8823548214/,cars.com
20,USED,2023,FORD,MAVERICK,XLT,36988,Oxford White,–,Front-wheel Drive,Gasoline,130,"2283 Savannah Hwy Charleston, SC 29414",2023-05-25,http://cars.com///vehicledetail/973181be-cc5b-4248-8ade-536c5556063a/,cars.com
21,USED,2022,FORD,MAVERICK,LARIAT,38397,Alto Blue Metallic Tinted Clearcoat,Desert,All-wheel Drive,Gasoline,13407,"2361 Savannah Hwy Charleston, SC 29414",2023-05-25,http://cars.com///vehicledetail/fe826f14-72a7-426c-b65b-19d96c1db370/,cars.com
22,USED,2022,FORD,MAVERICK,XLT,41300,Velocity Blue Metallic,Navy Pier,Front-wheel Drive,Hybrid,14930,"617 N Main St Belmont, NC 28012",2023-05-25,http://cars.com///vehicledetail/2b40b74f-e4a1-4873-a38e-e40185df716a/,cars.com
23,USED,2022,FORD,MAVERICK,XL,35600,Area 51,Black Onyx,Front-wheel Drive,Gasoline,5354,"617 N Main St Belmont, NC 28012",2023-05-25,http://cars.com///vehicledetail/051ed2c7-058d-4179-8629-71bb21aeb16b/,cars.com
24,USED,2023,FORD,MAVERICK,XLT,40900,Oxford White,Navy Pier,Front-wheel Drive,Gasoline,179,"617 N Main St Belmont, NC 28012",2023-05-25,http://cars.com///vehicledetail/e2ca4035-c051-44da-acea-7e344b9952d9/,cars.com
25,USED,2022,FORD,MAVERICK,XL,31543,Black,Black Onyx,Front-wheel Drive,Hybrid,28872,"3237 St Matthews Orangeburg, SC 29118",2023-05-25,http://cars.com///vehicledetail/2b1e1239-a62c-4105-a54a-4ab55f47c927/,cars.com
26,USED,2023,FORD,MAVERICK,LARIAT,39900,Green,Brown,Front-wheel Drive,CVT Transmission,1800,"Erik from West Columbia, SC 29169",2023-05-25,http://cars.com///vehicledetail/e15b008f-fc88-4f57-b05f-701aa28a2e90/,cars.com
27,CERTIFIED,2022,FORD,MAVERICK,XL,34295,Oxford White,Black Onyx,All-wheel Drive,Gasoline,13918,"1201 W Main St Lexington, SC 29072",2023-05-25,http://cars.com///vehicledetail/8ffe58b7-a4cb-4568-957c-e3392fca11ef/,cars.com
28,USED,2022,FORD,MAVERICK,XL,32758,Carbonized Gray Metallic,Black Onyx,All-wheel Drive,Gasoline,11479,"2455 E Market St Harrisonburg, VA 22801",2023-05-25,http://cars.com///vehicledetail/fa61aabf-5d88-4aab-984c-9930d3117a81/,cars.com
29,USED,2022,FORD,MAVERICK,LARIAT,36794,Carbonized Gray Metallic,Desert,Front-wheel Drive,Hybrid,45210,"7434 Richmond Hwy Alexandria, VA 22306",2023-05-25,http://cars.com///vehicledetail/252c3b83-6967-42c3-b19c-2d049ed93f4e/,cars.com
30,USED,2022,FORD,MAVERICK,XLT,37750,Area 51,–,All-wheel Drive,Gasoline,1703,"101 Malcolm Blvd. Valdese, NC 28690",2023-05-25,http://cars.com///vehicledetail/0d00056e-7c93-48a5-9afe-9b65f4e183ad/,cars.com
31,CERTIFIED,2022,FORD,MAVERICK,XL,29988,Oxford White,Black Onyx,Front-wheel Drive,Gasoline,153,"6727 Loisdale Rd Springfield, VA 22150",2023-05-25,http://cars.com///vehicledetail/123e8345-3f69-4377-a3dd-dd58f5a39f4f/,cars.com
