,condition,model_year,make,model,trim_level,list_price,exterior_color,interior_color,fwd_or_awd,hybrid_or_eco,mileage,dealer_address,date_parsed,url,data_source_name
11,USED,2022,FORD,MAVERICK,XLT,34737,Carbonized Gray Metallic,Navy Pier/Medium Slate,Front-wheel Drive,Gasoline,4281,"602 Alamance Rd Burlington, NC 27215",2023-05-19,http://cars.com///vehicledetail/3585407a-c02c-469e-bb08-0a930b245666/,cars.com
12,USED,2022,FORD,MAVERICK,XLT,36530,Oxford White,Navy Pier / Medium Slate,Front-wheel Drive,Gasoline,25921,"602 Alamance Rd Burlington, NC 27215",2023-05-19,http://cars.com///vehicledetail/a6668fee-cac9-45b3-9882-da1b9767c223/,cars.com
13,USED,2022,FORD,MAVERICK,XL,30198,–,–,Front-wheel Drive,Gasoline,19022,"500 Eastchester Dr High Point, NC 27262",2023-05-19,http://cars.com///vehicledetail/13a04ed6-409d-4917-8f12-eac4df65d490/,cars.com
14,USED,2022,FORD,MAVERICK,XLT,36604,Iconic Silver Metallic,Navy Pier,All-wheel Drive,Gasoline,33970,"912 S Van Buren Rd Eden, NC 27288",2023-05-19,http://cars.com///vehicledetail/76df3680-c2fc-4d73-b3a8-0b8a47b989e3/,cars.com
15,USED,2023,FORD,MAVERICK,XLT,36900,White,Navy Pier,All-wheel Drive,Gasoline,381,"418 Piedmont Dr Lexington, NC 27295",2023-05-19,http://cars.com///vehicledetail/48dd2e03-d461-4d12-820e-75e84ca9c35a/,cars.com
16,CERTIFIED,2022,FORD,MAVERICK,XLT,34812,ALTO BLUE METALLIC TC,NAVY PIER -MED SLATE TRIM,–,–,6611,"1163 Wards Road, Suite A Altavista, VA 24517",2023-05-19,http://cars.com///vehicledetail/b7d963ad-4b83-4a8d-8a74-0a821dcfa9a0/,cars.com
17,USED,2022,FORD,MAVERICK,XL,36899,Alto Blue Tinted Clearcoat Metallic,Black Onyx/Medium Dark Slate,All-wheel Drive,Gasoline,3016,"2600 Peters Creek Parkway Winston Salem, NC 27127",2023-05-19,http://cars.com///vehicledetail/adb7fd18-f3ca-4698-9a9b-d43f6cd43c0c/,cars.com
18,CERTIFIED,2022,FORD,MAVERICK,XLT,38968,Chili Pepper Red,Navy Pier,All-wheel Drive,Gasoline,8838,"2104 Peters Creek Winston Salem, NC 27127",2023-05-19,http://cars.com///vehicledetail/caae00d1-5491-473a-8293-be67b1f118a4/,cars.com
19,USED,2022,FORD,MAVERICK,LARIAT,39629,Oxford White,Desert,All-wheel Drive,Gasoline,15000,"979 N U.S. 1 Lugoff, SC 29078",2023-05-19,http://cars.com///vehicledetail/ca6f2239-c240-47d7-a09d-b0648196e41d/,cars.com
20,USED,2023,FORD,MAVERICK,XLT,36789,Silver,Black,All-wheel Drive,Gasoline,5303,"13307 Statesville Rd Huntersville, NC 28078",2023-05-19,http://cars.com///vehicledetail/ace703ab-6aeb-40a4-bb71-3f0ec85bde4e/,cars.com
21,USED,2023,FORD,MAVERICK,XLT,35990,Blue,Navy Pier,Front-wheel Drive,Hybrid,3085,"1016 N Main St Summerville, SC 29483",2023-05-19,http://cars.com///vehicledetail/485d19c6-9e57-4011-8f1f-31ab750ca7a1/,cars.com
22,USED,2022,FORD,MAVERICK,XLT,36011,White,Navy Pier,AWD,Gasoline,15481,"1016 N Main St Summerville, SC 29483",2023-05-19,http://cars.com///vehicledetail/d23f3110-4454-4eb6-a2bd-8b8823548214/,cars.com
23,USED,2022,FORD,MAVERICK,XLT,33999,Red,Gray,FWD,Hybrid,8999,"801 Gold Hill Rd Fort Mill, SC 29708",2023-05-19,http://cars.com///vehicledetail/bdfa6cda-cf88-474d-b539-79f4cbff95c6/,cars.com
24,USED,2023,FORD,MAVERICK,XLT,36988,Oxford White,–,Front-wheel Drive,Gasoline,130,"2283 Savannah Hwy Charleston, SC 29414",2023-05-19,http://cars.com///vehicledetail/973181be-cc5b-4248-8ade-536c5556063a/,cars.com
25,USED,2022,FORD,MAVERICK,LARIAT,38397,Alto Blue Metallic Tinted Clearcoat,Desert,AWD,Gasoline,13407,"2361 Savannah Hwy Charleston, SC 29414",2023-05-19,http://cars.com///vehicledetail/fe826f14-72a7-426c-b65b-19d96c1db370/,cars.com
26,USED,2022,FORD,MAVERICK,LARIAT,40998,Gray,Brown,All-wheel Drive,Gasoline,14727,"10400 Southpoint Pkwy Fredericksburg, VA 22407",2023-05-19,http://cars.com///vehicledetail/4cfa6ddb-43ba-46d5-a019-16137fddf70e/,cars.com
27,USED,2022,FORD,MAVERICK,XLT,41500,Velocity Blue Metallic,Navy Pier,Front-wheel Drive,Hybrid,14930,"617 N Main St Belmont, NC 28012",2023-05-19,http://cars.com///vehicledetail/2b40b74f-e4a1-4873-a38e-e40185df716a/,cars.com
28,USED,2022,FORD,MAVERICK,XL,35800,Area 51,Black Onyx,Front-wheel Drive,Gasoline,5354,"617 N Main St Belmont, NC 28012",2023-05-19,http://cars.com///vehicledetail/051ed2c7-058d-4179-8629-71bb21aeb16b/,cars.com
29,USED,2022,FORD,MAVERICK,LARIAT,43500,Area 51,Desert,Front-wheel Drive,Hybrid,7683,"617 N Main St Belmont, NC 28012",2023-05-19,http://cars.com///vehicledetail/7b244a56-876f-408b-80f5-6ec73909c710/,cars.com
30,USED,2022,FORD,MAVERICK,XL,31543,Black,Black Onyx,Front-wheel Drive,Hybrid,28872,"3237 St Matthews Orangeburg, SC 29118",2023-05-19,http://cars.com///vehicledetail/2b1e1239-a62c-4105-a54a-4ab55f47c927/,cars.com
31,USED,2023,FORD,MAVERICK,LARIAT,39900,Green,Brown,Front-wheel Drive,CVT Transmission,1800,"Erik from West Columbia, SC 29169",2023-05-19,http://cars.com///vehicledetail/e15b008f-fc88-4f57-b05f-701aa28a2e90/,cars.com
32,USED,2022,FORD,MAVERICK,XLT,34565,Blue,Navy Pier,Front-wheel Drive,Gasoline,28834,"100 Parkridge Drive Columbia, SC 29212",2023-05-19,http://cars.com///vehicledetail/09b7adfd-9024-48a4-bf6a-0f936ebee53c/,cars.com
33,USED,2022,FORD,MAVERICK,LARIAT,38450,Carbonized Gray Metallic,–,AWD,Gasoline,13308,"2895 S Seminole Trail Madison, VA 22727",2023-05-19,http://cars.com///vehicledetail/3a555017-e366-4746-8abb-87a8143112d6/,cars.com
34,CERTIFIED,2022,FORD,MAVERICK,XL,34295,Oxford White,Black Onyx,All-wheel Drive,Gasoline,13918,"1201 W Main St Lexington, SC 29072",2023-05-19,http://cars.com///vehicledetail/8ffe58b7-a4cb-4568-957c-e3392fca11ef/,cars.com
35,USED,2022,FORD,MAVERICK,XLT,35997,Blue,Navy Pier,Front-wheel Drive,Hybrid,9544,"2910 Crain Hwy Waldorf, MD 20601",2023-05-19,http://cars.com///vehicledetail/836fa66f-c98e-4a72-a9f7-eb1a59783074/,cars.com
36,USED,2022,FORD,MAVERICK,XL,33853,Carbonized Gray Metallic,Black Onyx,All-wheel Drive,Gasoline,11479,"2455 E Market St Harrisonburg, VA 22801",2023-05-19,http://cars.com///vehicledetail/fa61aabf-5d88-4aab-984c-9930d3117a81/,cars.com
37,USED,2022,FORD,MAVERICK,XL,29995,Oxford White,Black Onyx,Front-wheel Drive,Gasoline,1631,"7434 Richmond Hwy Alexandria, VA 22306",2023-05-19,http://cars.com///vehicledetail/078d0459-dd74-49b3-8816-cf609d71d6a1/,cars.com
38,USED,2022,FORD,MAVERICK,LARIAT,36794,Carbonized Gray Metallic,Desert,Front-wheel Drive,Hybrid,45210,"7434 Richmond Hwy Alexandria, VA 22306",2023-05-19,http://cars.com///vehicledetail/252c3b83-6967-42c3-b19c-2d049ed93f4e/,cars.com
39,USED,2022,FORD,MAVERICK,XLT,38000,Area 51,–,All-wheel Drive,Gasoline,1703,"101 Malcolm Blvd. Valdese, NC 28690",2023-05-19,http://cars.com///vehicledetail/0d00056e-7c93-48a5-9afe-9b65f4e183ad/,cars.com
40,CERTIFIED,2022,FORD,MAVERICK,XL,29988,Oxford White,Black Onyx,Front-wheel Drive,Gasoline,153,"6727 Loisdale Rd Springfield, VA 22150",2023-05-19,http://cars.com///vehicledetail/123e8345-3f69-4377-a3dd-dd58f5a39f4f/,cars.com
41,CERTIFIED,2022,FORD,MAVERICK,XL,29975,Oxford White,Black Onyx,Front-wheel Drive,Gasoline,180,"6727 Loisdale Rd Springfield, VA 22150",2023-05-19,http://cars.com///vehicledetail/f4a8e226-6bac-4aa9-acee-2168f15200e2/,cars.com
42,CERTIFIED,2022,FORD,MAVERICK,XL,29975,Oxford White,Black Onyx,Front-wheel Drive,Gasoline,180,"6727 Loisdale Rd Springfield, VA 22150",2023-05-19,http://cars.com///vehicledetail/a0b24005-104f-4782-be20-facad8794872/,cars.com
43,USED,2022,FORD,MAVERICK,XL,29975,Oxford White,Black Onyx,Front-wheel Drive,Gasoline,180,"6727 Loisdale Rd Springfield, VA 22150",2023-05-19,http://cars.com///vehicledetail/b82d1ccc-e8e9-4a5b-a65a-bbabfac7e9da/,cars.com
44,USED,2023,FORD,MAVERICK,XLT,38963,Area 51,Navy Pier,Front-wheel Drive,Gasoline,9,"6727 Loisdale Rd Springfield, VA 22150",2023-05-19,http://cars.com///vehicledetail/979fa39e-aea1-454c-946a-81a3b6bb79f5/,cars.com
45,USED,2022,FORD,MAVERICK,FOR,,E7,–,All-wheel Drive,Gasoline,13536,"5701 Crain Hwy Upper Marlboro, MD 20772",2023-05-19,http://cars.com///vehicledetail/25a9c9a1-a66f-4088-9393-4d03360f7f7f/,cars.com
46,USED,2023,FORD,MAVERICK,XLT,41000,Blue,Navy Pier,Front-wheel Drive,Gasoline,145,"6510 Little River Tpke Alexandria, VA 22312",2023-05-19,http://cars.com///vehicledetail/a7aa904a-f823-44c8-8294-fa8bf18d8fde/,cars.com
47,USED,2023,FORD,MAVERICK,LARIAT,49777,White,Black Onyx,All-wheel Drive,Gasoline,135,"6510 Little River Tpke Alexandria, VA 22312",2023-05-19,http://cars.com///vehicledetail/29052f13-f690-4071-b0b2-9cd2d8d5058a/,cars.com
48,USED,2022,FORD,MAVERICK,XLT,36500,Blue,–,All-wheel Drive,Gasoline,2653,"145 Bush Dr Morganton, NC 28655",2023-05-19,http://cars.com///vehicledetail/f546266d-6622-4069-bc46-4431f8d62e9b/,cars.com
49,USED,2022,FORD,MAVERICK,XL,31898,Shadow Black,Black Onyx,All-wheel Drive,Gasoline,11744,"11165 Fairfax Blvd Fairfax, VA 22030",2023-05-19,http://cars.com///vehicledetail/96ed1df5-141a-4a2f-a38f-26c88c9a490f/,cars.com
50,CERTIFIED,2022,FORD,MAVERICK,LARIAT,39849,Blue,Desert,All-wheel Drive,Gasoline,9880,"409 East 2nd Street West Jefferson, NC 28694",2023-05-19,http://cars.com///vehicledetail/c76d0646-1a09-4823-8e20-4c72adcebf84/,cars.com
51,USED,2022,FORD,MAVERICK,XLT,36672,Velocity Blue Metallic,Navy Pier/Medium Slate,All-wheel Drive,Gasoline,1649,"1001 Jamestown Rd Morganton, NC 28655",2023-05-19,http://cars.com///vehicledetail/1af89c1d-6a6f-41c4-895b-b46dc4117e37/,cars.com
52,USED,2022,FORD,MAVERICK,XL,31000,Area 51,Black Onyx,All-wheel Drive,Gasoline,18022,"8610 Leesburg Pike Vienna, VA 22182",2023-05-19,http://cars.com///vehicledetail/0de0a19a-26e1-41bb-adba-98f968ee5457/,cars.com
53,USED,2022,FORD,MAVERICK,XLT,35200,Blue,Navy Pier,Front-wheel Drive,Hybrid,10926,"8610 Leesburg Pike Vienna, VA 22182",2023-05-19,http://cars.com///vehicledetail/791fe417-b35a-48e7-a16e-01af19d88478/,cars.com
54,USED,2022,FORD,MAVERICK,XL,31998,White,Black,All-wheel Drive,Gasoline,4396,"45210 Towlern Pl Sterling, VA 20165",2023-05-19,http://cars.com///vehicledetail/f990859b-2a02-4d15-b73d-997b1cc310cf/,cars.com
55,USED,2022,FORD,MAVERICK,LARIAT,36299,Cactus Green / Gray,Desert,All-wheel Drive,Gasoline,39800,"21736 Auto World Circle Sterling, VA 20166",2023-05-19,http://cars.com///vehicledetail/414b4c97-290d-44bb-a958-e6afab7d7c0a/,cars.com
56,USED,2022,FORD,MAVERICK,XL,33998,Silver,Black,All-wheel Drive,Gasoline,7915,"16411 Shady Grove Rd Gaithersburg, MD 20877",2023-05-19,http://cars.com///vehicledetail/294a6b0f-251d-4c42-b0c7-8f4724713827/,cars.com
57,USED,2022,FORD,MAVERICK,LARIAT,38000,Orange,Desert,All-wheel Drive,Gasoline,14924,"6970 Security Blvd Windsor Mill, MD 21244",2023-05-19,http://cars.com///vehicledetail/f8828cc0-a453-4b04-8537-b9e34d2f3e9a/,cars.com
58,USED,2023,FORD,MAVERICK,XLT,41000,Area 51,Black Onyx,Front-wheel Drive,Hybrid,203,"6970 Security Blvd Windsor Mill, MD 21244",2023-05-19,http://cars.com///vehicledetail/936183bd-44ec-4381-ba1b-fda4d36aaae9/,cars.com
59,USED,2022,FORD,MAVERICK,LARIAT,37299,Chili Pepper Red,Desert,Front-wheel Drive,Gasoline,15316,"525 Stone Harbor Blvd Cape May Court House, NJ 08210",2023-05-19,http://cars.com///vehicledetail/0a62c20d-d0b0-443a-9cba-fd8136e58558/,cars.com
60,USED,2023,FORD,MAVERICK,XL,33995,Area 51,Black Onyx,Front-wheel Drive,Hybrid,61,"1551 W Old Liberty Rd Sykesville, MD 21784",2023-05-19,http://cars.com///vehicledetail/5aa11151-fc5c-470c-b4ae-4c195fd8a482/,cars.com
61,USED,2022,FORD,MAVERICK,XLT,35399,Shadow Black,Navy Pier,AWD,Gasoline,15604,"3700 Bristol Hwy Johnson City, TN 37601",2023-05-19,http://cars.com///vehicledetail/dd6748c7-89ba-4e2d-abfa-2dc88f911f35/,cars.com
62,USED,2023,FORD,MAVERICK,LARIAT,38597,Blue,–,Front-wheel Drive,Hybrid,122,"55 Expedition Trl Gettysburg, PA 17325",2023-05-19,http://cars.com///vehicledetail/7375a228-5dc1-4698-8e1d-3035879825d6/,cars.com
63,USED,2022,FORD,MAVERICK,XLT,34706,White,Gray,Front-wheel Drive,Gasoline,7317,"104 Route 73 Voorhees, NJ 08043",2023-05-19,http://cars.com///vehicledetail/13436248-6a08-4618-93ce-ae4317972b2a/,cars.com
64,USED,2022,FORD,MAVERICK,LARIAT,41495,Shadow Black,Desert,All-wheel Drive,Gasoline,5990,"50 Baltimore Pike Springfield, PA 19064",2023-05-19,http://cars.com///vehicledetail/8e63716c-3b8c-4550-80cf-b0d97096252e/,cars.com
65,USED,2022,FORD,MAVERICK,XLT,,Gray Metallic,–,All-wheel Drive,Gasoline,7461,"250 Haddonfield-Berlin Rd Cherry Hill, NJ 08034",2023-05-19,http://cars.com///vehicledetail/236597c2-09b2-4268-b933-ae88f8273846/,cars.com
66,CERTIFIED,2022,FORD,MAVERICK,XLT,34297,ALTO BLUE METALLIC TC,NAVY PIER -MED SLATE TRIM,–,–,23812,"415 W Lincoln Hwy Exton, PA 19341",2023-05-19,http://cars.com///vehicledetail/7d3b03e0-09ab-4599-b534-45ac1b430858/,cars.com
67,USED,2022,FORD,MAVERICK,XLT,34000,Oxford White,Navy Pier/Medium Slate,All-wheel Drive,Gasoline,14947,"700 N US Route 15 Dillsburg, PA 17019",2023-05-19,http://cars.com///vehicledetail/45c8b383-a42b-4b74-9930-25bed52f6cc0/,cars.com
68,USED,2022,FORD,MAVERICK,XLT,36000,Area 51,Navy Pier,Front-wheel Drive,Hybrid,7197,"700 N US Route 15 Dillsburg, PA 17019",2023-05-19,http://cars.com///vehicledetail/860c2369-caee-4c07-857f-47cdfc46801e/,cars.com
69,USED,2023,FORD,MAVERICK,XLT,36500,Oxford White,Black Onyx,Front-wheel Drive,Hybrid,3225,"700 N US Route 15 Dillsburg, PA 17019",2023-05-19,http://cars.com///vehicledetail/a3061786-aeb5-48e5-8941-96f26df76dfe/,cars.com
70,USED,2022,FORD,MAVERICK,XL,31000,Velocity Blue Metallic,Black Onyx/Medium Dark Slate,Front-wheel Drive,Gasoline,19342,"700 N US Route 15 Dillsburg, PA 17019",2023-05-19,http://cars.com///vehicledetail/00399523-e75a-4026-b68f-813f28cbc46f/,cars.com
71,USED,2022,FORD,MAVERICK,LARIAT,0,Carbonized Grey Metallic,Desert Brown,Front-wheel Drive,Gasoline,7518,"700 N US Route 15 Dillsburg, PA 17019",2023-05-19,http://cars.com///vehicledetail/9d8c3fa0-e09d-46de-8889-77e40cf6dc81/,cars.com
72,USED,2022,FORD,MAVERICK,XLT,34290,Area 51,Navy Pier,Front-wheel Drive,Hybrid,4757,"2231 White Hall Blvd White Hall, WV 26554",2023-05-19,http://cars.com///vehicledetail/4abe487a-3776-4f89-ab39-6b5c4de56849/,cars.com
73,CERTIFIED,2022,FORD,MAVERICK,XL,32509,Blue,Black Onyx,Front-wheel Drive,Gasoline,3783,"508 W Main St New Holland, PA 17557",2023-05-19,http://cars.com///vehicledetail/2f56183a-3adb-4689-87f5-721a0c5ca39e/,cars.com
74,USED,2022,FORD,MAVERICK,XLT,35499,Carbonized Gray,Gray,All-wheel Drive,Gasoline,20544,"21 Pottstown Pike Chester Springs, PA 19425",2023-05-19,http://cars.com///vehicledetail/9e128304-219c-49cc-b0e6-bc57c6df2bcc/,cars.com
75,USED,2022,FORD,MAVERICK,XLT,37843,Blue,Navy Pier,All-wheel Drive,Gasoline,1001,"730 S Broad Street Lititz, PA 17543",2023-05-19,http://cars.com///vehicledetail/493467c4-351b-46f9-a588-d46d0800ae8d/,cars.com
76,USED,2023,FORD,MAVERICK,XL,35000,Area 51,Black Onyx,Front-wheel Drive,Hybrid,176,"730 S Broad Street Lititz, PA 17543",2023-05-19,http://cars.com///vehicledetail/fe0f5fb3-8af1-4c05-8a1d-acbe22d9773b/,cars.com
77,USED,2023,FORD,MAVERICK,XLT,39462,Atlas Blue Metallic,Navy Pier,All-wheel Drive,Gasoline,2323,"730 S Broad Street Lititz, PA 17543",2023-05-19,http://cars.com///vehicledetail/6badca9a-73ee-483c-8296-96166c97db31/,cars.com
78,USED,2023,FORD,MAVERICK,XLT,38574,Hot Pepper Red Metallic Tinted Clearcoat,Navy Pier,Front-wheel Drive,Hybrid,328,"730 S Broad Street Lititz, PA 17543",2023-05-19,http://cars.com///vehicledetail/ef327423-4cd0-495d-85d9-afa0f5469ada/,cars.com
79,USED,2023,FORD,MAVERICK,XLT,38495,Gray,Navy Pier,Front-wheel Drive,Hybrid,34,"730 S Broad Street Lititz, PA 17543",2023-05-19,http://cars.com///vehicledetail/340e6a1b-9712-4a1d-a5d4-3564171f6c96/,cars.com
80,USED,2022,FORD,MAVERICK,XLT,35198,Gray,Black Onyx,All-wheel Drive,Gasoline,9593,"121 Altama Connector Brunswick, GA 31525",2023-05-19,http://cars.com///vehicledetail/52f01ff2-845a-478e-91a6-8059ba75ae0c/,cars.com
81,USED,2022,FORD,MAVERICK,XLT,35545,Gray,Navy Pier,Front-wheel Drive,Hybrid,11554,"6115 Carlisle Pike Mechanicsburg, PA 17050",2023-05-19,http://cars.com///vehicledetail/9a5c472d-bb1f-4aea-b77c-79815d7e43ac/,cars.com
82,USED,2022,FORD,MAVERICK,XLT,35706,Shadow Black,Navy Pier,All-wheel Drive,Gasoline,18433,"6115 Carlisle Pike Mechanicsburg, PA 17050",2023-05-19,http://cars.com///vehicledetail/f2ea1737-235d-4421-a4d2-3e5d615ae6bf/,cars.com
83,USED,2022,FORD,MAVERICK,XLT,30670,Red Metallic,Black Onyx,Front-wheel Drive,Gasoline,22283,"2008 Paxton St Harrisburg, PA 17111",2023-05-19,http://cars.com///vehicledetail/33478f1c-e47d-4efc-a63a-763a546a8ea8/,cars.com
84,USED,2022,FORD,MAVERICK,XLT,33399,Orange,Gray,All-wheel Drive,Gasoline,32584,"1971 Burlington-Mount Holly Rd Mount Holly, NJ 08060",2023-05-19,http://cars.com///vehicledetail/38d59799-6135-445e-85ef-6c0b1ddce846/,cars.com
85,USED,2022,FORD,MAVERICK,XLT,38493,Blue,Navy Pier,Front-wheel Drive,Hybrid,20389,"1030 Schaeffer Road Lebanon, PA 17042",2023-05-19,http://cars.com///vehicledetail/bb3bcaa4-536f-488e-8810-63a5978574f4/,cars.com
86,USED,2022,FORD,MAVERICK,XLT,35998,Blue,Navy Pier,All-wheel Drive,Gasoline,6155,"1030 Schaeffer Road Lebanon, PA 17042",2023-05-19,http://cars.com///vehicledetail/63c12ebf-1c48-4a0e-a152-a418439ad64c/,cars.com
87,USED,2022,FORD,MAVERICK,LARIAT,41995,Shadow Black,Desert,All-wheel Drive,Gasoline,16580,"5200 Jonestown Rd Harrisburg, PA 17112",2023-05-19,http://cars.com///vehicledetail/6d0b7422-f354-4582-b1cd-41a3219c9d7c/,cars.com
88,USED,2022,FORD,MAVERICK,XLT,34991,Area 51,Navy Pier,Front-wheel Drive,Gasoline,77,"40 US Rte 130 Burlington, NJ 08016",2023-05-19,http://cars.com///vehicledetail/e17dc99b-5073-4813-b095-fe1a24954dc1/,cars.com
89,USED,2022,FORD,MAVERICK,XL,30998,Velocity Blue,Black Onyx/Medium Dark Slate,All-wheel Drive,Gasoline,27261,"9 Parkside Ave Reading, PA 19607",2023-05-19,http://cars.com///vehicledetail/1ba67e39-f0b5-4325-a985-f4bdb197015f/,cars.com
90,USED,2022,FORD,MAVERICK,XL,33968,Blue,Black Onyx,All-wheel Drive,Gasoline,7133,"1633 Golden Isles Pkwy Baxley, GA 31513",2023-05-19,http://cars.com///vehicledetail/8851e49f-1d8a-4645-a57e-55e3610f3900/,cars.com
91,USED,2022,FORD,MAVERICK,XLT,38999,Blue,–,Front-wheel Drive,A/T,4000,"Matthew from Sellersville, PA 18960",2023-05-19,http://cars.com///vehicledetail/d6df2796-ed2d-427c-a99f-9dce3bb6dea5/,cars.com
92,USED,2022,FORD,MAVERICK,LARIAT,38995,Black,Desert,Front-wheel Drive,Hybrid,22765,"607 Highway 33 Hamilton, NJ 08619",2023-05-19,http://cars.com///vehicledetail/ac29f2de-4924-4c9d-8c02-48b300281fd6/,cars.com
93,USED,2022,FORD,MAVERICK,XL,31982,Gray,Black Onyx,All-wheel Drive,Gasoline,11528,"1088 Ocean Ave Lakewood, NJ 08701",2023-05-19,http://cars.com///vehicledetail/441be3ff-a62b-4422-8ead-07fecad55812/,cars.com
94,USED,2022,FORD,MAVERICK,XL,29995,Blue,Gray,Front-wheel Drive,Gasoline,1090,"101 Main St Johnstown, PA 15901",2023-05-19,http://cars.com///vehicledetail/a664dc46-f8bc-4825-8d63-1e0ff1582ae3/,cars.com
95,USED,2022,FORD,MAVERICK,LARIAT,40998,Oxford White,Desert Brown,All-wheel Drive,Gasoline,597,"2860 Rt 764 Duncansville, PA 16635",2023-05-19,http://cars.com///vehicledetail/ed6a6df8-29fc-4c25-8e01-c53fdc12176a/,cars.com
96,CERTIFIED,2022,FORD,MAVERICK,XLT,41782,Cactus,Navy Pier,All-wheel Drive,Gasoline,3881,"2030 GA-40 Kingsland, GA 31548",2023-05-19,http://cars.com///vehicledetail/e6ba81b9-4559-4e25-ab80-a42673c99490/,cars.com
97,USED,2023,FORD,MAVERICK,LARIAT,48253,Cactus Green / Gray,Black Onyx,All-wheel Drive,Gasoline,129,"2030 GA-40 Kingsland, GA 31548",2023-05-19,http://cars.com///vehicledetail/4c1dbd02-8122-4188-97f0-5698223755d7/,cars.com
98,USED,2022,FORD,MAVERICK,LARIAT,40354,Orange,Desert,All-wheel Drive,Gasoline,5377,"464037 East State Rd. Ste 200 Yulee, FL 32097",2023-05-19,http://cars.com///vehicledetail/e9ef4c1a-f101-412d-bcaa-0f9b82d847b0/,cars.com
99,USED,2022,FORD,MAVERICK,XLT,34995,Blue,Black Onyx,Front-wheel Drive,Hybrid,23605,"11317 U.S. 30 Irwin, PA 15642",2023-05-19,http://cars.com///vehicledetail/9278d53d-19b4-40e1-a9e7-29ac81f09ff6/,cars.com
100,USED,2022,FORD,MAVERICK,XLT,35999,Cactus Green / Gray,Navy Pier,Front-wheel Drive,Hybrid,17302,"200 State Route 36 Eatontown, NJ 07724",2023-05-19,http://cars.com///vehicledetail/e583385d-11c4-4274-8532-09d2b600d72c/,cars.com
101,USED,2022,FORD,MAVERICK,XLT,37575,Carbonized Gray Metallic,Navy Pier,All-wheel Drive,Gasoline,5843,"4525 Nelson Brogdon Blvd Buford, GA 30518",2023-05-19,http://cars.com///vehicledetail/ff1a661d-7d24-469b-a331-3a12e95316a9/,cars.com
102,USED,2022,FORD,MAVERICK,XLT,36998,Area 51,Navy Pier,All-wheel Drive,Gasoline,12540,"1701 W Main St West Liberty, KY 41472",2023-05-19,http://cars.com///vehicledetail/3cc29f91-286a-4606-b968-7f574c0a2199/,cars.com
